disparity_rank,team,line1_strength_xg60,line2_strength_xg60,ratio,points,team_strength_rank
1,T6,0.0012413356184184626,0.000988980643616597,1.2549089989072537,0.028107367165843288,2
2,T1,0.0012252448575860856,0.0010318303757377348,1.1872664538068003,-0.004163792100614197,5
3,T7,0.0012054263923630122,0.0010179739332835367,1.1839619768048724,-0.030807461566922927,8
4,T2,0.0012111022519207828,0.0010263095946336025,1.1798802018909285,0.03534460872699417,1
5,T3,0.0011902987535993789,0.0010418546358557884,1.1423440167399497,-0.020634148889864846,7
6,T5,0.0012037955422523963,0.0010717036692079673,1.1231392012874901,-0.004414756048611048,6
7,T8,0.0011427551435355566,0.0010674446697684012,1.0704860774713583,0.02166969320601741,4
8,T4,0.0011460960060716066,0.0011151051063061472,1.0277670083134256,0.028042363206349414,3
